"Issue ID","Issue Type","Summary","Description","Steps to Reproduce","Expected Result","Priority","Labels","Component","Status","Test Type","Preconditions"
"VWO-TC-4246","Test","VWO + Salesforce integration — case 46","Verify that VWO correctly sends and receives data with the Salesforce integration.","1. Go to Account → Integrations
2. Connect Salesforce
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Salesforce","Data synced correctly to Salesforce within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,salesforce,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4247","Test","VWO + Slack integration — case 47","Verify that VWO correctly sends and receives data with the Slack integration.","1. Go to Account → Integrations
2. Connect Slack
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Slack","Data synced correctly to Slack within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,slack,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4248","Test","VWO + Zapier integration — case 48","Verify that VWO correctly sends and receives data with the Zapier integration.","1. Go to Account → Integrations
2. Connect Zapier
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Zapier","Data synced correctly to Zapier within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,zapier,data","Integrations","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-4249","Test","VWO + Shopify integration — case 49","Verify that VWO correctly sends and receives data with the Shopify integration.","1. Go to Account → Integrations
2. Connect Shopify
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Shopify","Data synced correctly to Shopify within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,shopify,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4250","Test","VWO + WordPress integration — case 50","Verify that VWO correctly sends and receives data with the WordPress integration.","1. Go to Account → Integrations
2. Connect WordPress
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in WordPress","Data synced correctly to WordPress within 30 seconds. Event names match configured mapping. No duplicate events.","Low","integrations,wordpress,data","Integrations","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-4251","Test","VWO + Google Analytics integration — case 51","Verify that VWO correctly sends and receives data with the Google Analytics integration.","1. Go to Account → Integrations
2. Connect Google Analytics
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Google Analytics","Data synced correctly to Google Analytics within 30 seconds. Event names match configured mapping. No duplicate events.","Low","integrations,google-analytics,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4252","Test","VWO + Segment integration — case 52","Verify that VWO correctly sends and receives data with the Segment integration.","1. Go to Account → Integrations
2. Connect Segment
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Segment","Data synced correctly to Segment within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,segment,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4253","Test","VWO + Mixpanel integration — case 53","Verify that VWO correctly sends and receives data with the Mixpanel integration.","1. Go to Account → Integrations
2. Connect Mixpanel
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Mixpanel","Data synced correctly to Mixpanel within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,mixpanel,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4254","Test","VWO + Heap integration — case 54","Verify that VWO correctly sends and receives data with the Heap integration.","1. Go to Account → Integrations
2. Connect Heap
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Heap","Data synced correctly to Heap within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,heap,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4255","Test","VWO + HubSpot integration — case 55","Verify that VWO correctly sends and receives data with the HubSpot integration.","1. Go to Account → Integrations
2. Connect HubSpot
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in HubSpot","Data synced correctly to HubSpot within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,hubspot,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4256","Test","VWO + Salesforce integration — case 56","Verify that VWO correctly sends and receives data with the Salesforce integration.","1. Go to Account → Integrations
2. Connect Salesforce
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Salesforce","Data synced correctly to Salesforce within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,salesforce,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4257","Test","VWO + Slack integration — case 57","Verify that VWO correctly sends and receives data with the Slack integration.","1. Go to Account → Integrations
2. Connect Slack
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Slack","Data synced correctly to Slack within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,slack,data","Integrations","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-4258","Test","VWO + Zapier integration — case 58","Verify that VWO correctly sends and receives data with the Zapier integration.","1. Go to Account → Integrations
2. Connect Zapier
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Zapier","Data synced correctly to Zapier within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,zapier,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4259","Test","VWO + Shopify integration — case 59","Verify that VWO correctly sends and receives data with the Shopify integration.","1. Go to Account → Integrations
2. Connect Shopify
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Shopify","Data synced correctly to Shopify within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,shopify,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4260","Test","VWO + WordPress integration — case 60","Verify that VWO correctly sends and receives data with the WordPress integration.","1. Go to Account → Integrations
2. Connect WordPress
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in WordPress","Data synced correctly to WordPress within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,wordpress,data","Integrations","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-4261","Test","VWO + Google Analytics integration — case 61","Verify that VWO correctly sends and receives data with the Google Analytics integration.","1. Go to Account → Integrations
2. Connect Google Analytics
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Google Analytics","Data synced correctly to Google Analytics within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,google-analytics,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4262","Test","VWO + Segment integration — case 62","Verify that VWO correctly sends and receives data with the Segment integration.","1. Go to Account → Integrations
2. Connect Segment
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Segment","Data synced correctly to Segment within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,segment,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4263","Test","VWO + Mixpanel integration — case 63","Verify that VWO correctly sends and receives data with the Mixpanel integration.","1. Go to Account → Integrations
2. Connect Mixpanel
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Mixpanel","Data synced correctly to Mixpanel within 30 seconds. Event names match configured mapping. No duplicate events.","Low","integrations,mixpanel,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4264","Test","VWO + Heap integration — case 64","Verify that VWO correctly sends and receives data with the Heap integration.","1. Go to Account → Integrations
2. Connect Heap
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Heap","Data synced correctly to Heap within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,heap,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4265","Test","VWO + HubSpot integration — case 65","Verify that VWO correctly sends and receives data with the HubSpot integration.","1. Go to Account → Integrations
2. Connect HubSpot
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in HubSpot","Data synced correctly to HubSpot within 30 seconds. Event names match configured mapping. No duplicate events.","Low","integrations,hubspot,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4266","Test","VWO + Salesforce integration — case 66","Verify that VWO correctly sends and receives data with the Salesforce integration.","1. Go to Account → Integrations
2. Connect Salesforce
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Salesforce","Data synced correctly to Salesforce within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,salesforce,data","Integrations","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-4267","Test","VWO + Slack integration — case 67","Verify that VWO correctly sends and receives data with the Slack integration.","1. Go to Account → Integrations
2. Connect Slack
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Slack","Data synced correctly to Slack within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,slack,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4268","Test","VWO + Zapier integration — case 68","Verify that VWO correctly sends and receives data with the Zapier integration.","1. Go to Account → Integrations
2. Connect Zapier
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Zapier","Data synced correctly to Zapier within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,zapier,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4269","Test","VWO + Shopify integration — case 69","Verify that VWO correctly sends and receives data with the Shopify integration.","1. Go to Account → Integrations
2. Connect Shopify
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Shopify","Data synced correctly to Shopify within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,shopify,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4270","Test","VWO + WordPress integration — case 70","Verify that VWO correctly sends and receives data with the WordPress integration.","1. Go to Account → Integrations
2. Connect WordPress
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in WordPress","Data synced correctly to WordPress within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,wordpress,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4271","Test","VWO + Google Analytics integration — case 71","Verify that VWO correctly sends and receives data with the Google Analytics integration.","1. Go to Account → Integrations
2. Connect Google Analytics
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Google Analytics","Data synced correctly to Google Analytics within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,google-analytics,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4272","Test","VWO + Segment integration — case 72","Verify that VWO correctly sends and receives data with the Segment integration.","1. Go to Account → Integrations
2. Connect Segment
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Segment","Data synced correctly to Segment within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,segment,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4273","Test","VWO + Mixpanel integration — case 73","Verify that VWO correctly sends and receives data with the Mixpanel integration.","1. Go to Account → Integrations
2. Connect Mixpanel
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Mixpanel","Data synced correctly to Mixpanel within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,mixpanel,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4274","Test","VWO + Heap integration — case 74","Verify that VWO correctly sends and receives data with the Heap integration.","1. Go to Account → Integrations
2. Connect Heap
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Heap","Data synced correctly to Heap within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,heap,data","Integrations","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-4275","Test","VWO + HubSpot integration — case 75","Verify that VWO correctly sends and receives data with the HubSpot integration.","1. Go to Account → Integrations
2. Connect HubSpot
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in HubSpot","Data synced correctly to HubSpot within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,hubspot,data","Integrations","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-4276","Test","VWO + Salesforce integration — case 76","Verify that VWO correctly sends and receives data with the Salesforce integration.","1. Go to Account → Integrations
2. Connect Salesforce
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Salesforce","Data synced correctly to Salesforce within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,salesforce,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4277","Test","VWO + Slack integration — case 77","Verify that VWO correctly sends and receives data with the Slack integration.","1. Go to Account → Integrations
2. Connect Slack
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Slack","Data synced correctly to Slack within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,slack,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4278","Test","VWO + Zapier integration — case 78","Verify that VWO correctly sends and receives data with the Zapier integration.","1. Go to Account → Integrations
2. Connect Zapier
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Zapier","Data synced correctly to Zapier within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,zapier,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4279","Test","VWO + Shopify integration — case 79","Verify that VWO correctly sends and receives data with the Shopify integration.","1. Go to Account → Integrations
2. Connect Shopify
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Shopify","Data synced correctly to Shopify within 30 seconds. Event names match configured mapping. No duplicate events.","Low","integrations,shopify,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4280","Test","VWO + WordPress integration — case 80","Verify that VWO correctly sends and receives data with the WordPress integration.","1. Go to Account → Integrations
2. Connect WordPress
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in WordPress","Data synced correctly to WordPress within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,wordpress,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4281","Test","VWO + Google Analytics integration — case 81","Verify that VWO correctly sends and receives data with the Google Analytics integration.","1. Go to Account → Integrations
2. Connect Google Analytics
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Google Analytics","Data synced correctly to Google Analytics within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,google-analytics,data","Integrations","Blocked","Functional","User is logged in to app.vwo.com"
"VWO-TC-4282","Test","VWO + Segment integration — case 82","Verify that VWO correctly sends and receives data with the Segment integration.","1. Go to Account → Integrations
2. Connect Segment
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Segment","Data synced correctly to Segment within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,segment,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4283","Test","VWO + Mixpanel integration — case 83","Verify that VWO correctly sends and receives data with the Mixpanel integration.","1. Go to Account → Integrations
2. Connect Mixpanel
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Mixpanel","Data synced correctly to Mixpanel within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,mixpanel,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4284","Test","VWO + Heap integration — case 84","Verify that VWO correctly sends and receives data with the Heap integration.","1. Go to Account → Integrations
2. Connect Heap
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Heap","Data synced correctly to Heap within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,heap,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4285","Test","VWO + HubSpot integration — case 85","Verify that VWO correctly sends and receives data with the HubSpot integration.","1. Go to Account → Integrations
2. Connect HubSpot
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in HubSpot","Data synced correctly to HubSpot within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,hubspot,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4286","Test","VWO + Salesforce integration — case 86","Verify that VWO correctly sends and receives data with the Salesforce integration.","1. Go to Account → Integrations
2. Connect Salesforce
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Salesforce","Data synced correctly to Salesforce within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,salesforce,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4287","Test","VWO + Slack integration — case 87","Verify that VWO correctly sends and receives data with the Slack integration.","1. Go to Account → Integrations
2. Connect Slack
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Slack","Data synced correctly to Slack within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,slack,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4288","Test","VWO + Zapier integration — case 88","Verify that VWO correctly sends and receives data with the Zapier integration.","1. Go to Account → Integrations
2. Connect Zapier
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Zapier","Data synced correctly to Zapier within 30 seconds. Event names match configured mapping. No duplicate events.","Low","integrations,zapier,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4289","Test","VWO + Shopify integration — case 89","Verify that VWO correctly sends and receives data with the Shopify integration.","1. Go to Account → Integrations
2. Connect Shopify
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Shopify","Data synced correctly to Shopify within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,shopify,data","Integrations","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-4290","Test","VWO + WordPress integration — case 90","Verify that VWO correctly sends and receives data with the WordPress integration.","1. Go to Account → Integrations
2. Connect WordPress
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in WordPress","Data synced correctly to WordPress within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,wordpress,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4291","Test","VWO + Google Analytics integration — case 91","Verify that VWO correctly sends and receives data with the Google Analytics integration.","1. Go to Account → Integrations
2. Connect Google Analytics
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Google Analytics","Data synced correctly to Google Analytics within 30 seconds. Event names match configured mapping. No duplicate events.","Low","integrations,google-analytics,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4292","Test","VWO + Segment integration — case 92","Verify that VWO correctly sends and receives data with the Segment integration.","1. Go to Account → Integrations
2. Connect Segment
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Segment","Data synced correctly to Segment within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,segment,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4293","Test","VWO + Mixpanel integration — case 93","Verify that VWO correctly sends and receives data with the Mixpanel integration.","1. Go to Account → Integrations
2. Connect Mixpanel
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Mixpanel","Data synced correctly to Mixpanel within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,mixpanel,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4294","Test","VWO + Heap integration — case 94","Verify that VWO correctly sends and receives data with the Heap integration.","1. Go to Account → Integrations
2. Connect Heap
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Heap","Data synced correctly to Heap within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,heap,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4295","Test","VWO + HubSpot integration — case 95","Verify that VWO correctly sends and receives data with the HubSpot integration.","1. Go to Account → Integrations
2. Connect HubSpot
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in HubSpot","Data synced correctly to HubSpot within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,hubspot,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4296","Test","VWO + Salesforce integration — case 96","Verify that VWO correctly sends and receives data with the Salesforce integration.","1. Go to Account → Integrations
2. Connect Salesforce
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Salesforce","Data synced correctly to Salesforce within 30 seconds. Event names match configured mapping. No duplicate events.","Medium","integrations,salesforce,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4297","Test","VWO + Slack integration — case 97","Verify that VWO correctly sends and receives data with the Slack integration.","1. Go to Account → Integrations
2. Connect Slack
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Slack","Data synced correctly to Slack within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,slack,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4298","Test","VWO + Zapier integration — case 98","Verify that VWO correctly sends and receives data with the Zapier integration.","1. Go to Account → Integrations
2. Connect Zapier
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Zapier","Data synced correctly to Zapier within 30 seconds. Event names match configured mapping. No duplicate events.","Critical","integrations,zapier,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4299","Test","VWO + Shopify integration — case 99","Verify that VWO correctly sends and receives data with the Shopify integration.","1. Go to Account → Integrations
2. Connect Shopify
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in Shopify","Data synced correctly to Shopify within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,shopify,data","Integrations","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-4300","Test","VWO + WordPress integration — case 100","Verify that VWO correctly sends and receives data with the WordPress integration.","1. Go to Account → Integrations
2. Connect WordPress
3. Configure event mapping
4. Trigger a VWO event
5. Verify data appears in WordPress","Data synced correctly to WordPress within 30 seconds. Event names match configured mapping. No duplicate events.","High","integrations,wordpress,data","Integrations","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-4301","Test","VWO REST API — endpoint test 1","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 1).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4302","Test","VWO REST API — endpoint test 2","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 2).","1. Authenticate with API key
2. Call GET /api/v2/goals
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Low","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4303","Test","VWO REST API — endpoint test 3","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 3).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4304","Test","VWO REST API — endpoint test 4","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 4).","1. Authenticate with API key
2. Call GET /api/v2/goals
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Critical","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4305","Test","VWO REST API — endpoint test 5","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 5).","1. Authenticate with API key
2. Call GET /api/v2/goals
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","Blocked","API","User is logged in to app.vwo.com"
"VWO-TC-4306","Test","VWO REST API — endpoint test 6","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 6).","1. Authenticate with API key
2. Call GET /api/v2/reports
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Critical","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4307","Test","VWO REST API — endpoint test 7","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 7).","1. Authenticate with API key
2. Call GET /api/v2/goals
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","To Do","API","User is logged in to app.vwo.com"
"VWO-TC-4308","Test","VWO REST API — endpoint test 8","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 8).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4309","Test","VWO REST API — endpoint test 9","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 9).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Low","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4310","Test","VWO REST API — endpoint test 10","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 10).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4311","Test","VWO REST API — endpoint test 11","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 11).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","Blocked","API","User is logged in to app.vwo.com"
"VWO-TC-4312","Test","VWO REST API — endpoint test 12","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 12).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4313","Test","VWO REST API — endpoint test 13","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 13).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","To Do","API","User is logged in to app.vwo.com"
"VWO-TC-4314","Test","VWO REST API — endpoint test 14","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 14).","1. Authenticate with API key
2. Call GET /api/v2/goals
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Low","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4315","Test","VWO REST API — endpoint test 15","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 15).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","To Do","API","User is logged in to app.vwo.com"
"VWO-TC-4316","Test","VWO REST API — endpoint test 16","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 16).","1. Authenticate with API key
2. Call GET /api/v2/reports
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Low","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4317","Test","VWO REST API — endpoint test 17","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 17).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
